new_index,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
349,,A Novel Approach to End-to-End Facial Recognition Framework with Virtual Search Engine ElasticSearch,Dat Nguyen VanSon Nguyen TrungAnh Pham Thi HongThao Thu HoangTa Minh Thanh,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86970-0_32,10.1007/978-3-030-86970-0_32,,,,,Computational Science and Its Applications – ICCSA 2021,Chapter,Springer
350,,Recommender systems in model-driven engineering,Lissette AlmonteEsther GuerraIván CantadorJuan de Lara,2021,,,http://link.springer.com/article/10.1007/s10270-021-00905-x,10.1007/s10270-021-00905-x,,,,,Software and Systems Modeling,Article,Springer
351,,A Contemporary Survey of Multimodal Presentation Attack Detection Techniques: Challenges and Opportunities,KavitaGurjit Singh WaliaRajesh Rohilla,2021,,,http://link.springer.com/article/10.1007/s42979-020-00425-3,10.1007/s42979-020-00425-3,,,,,SN Computer Science,Article,Springer
352,,Probabilistic Verification of Neural Networks Against Group Fairness,Bing SunJun SunTing DaiLijun Zhang,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90870-6_5,10.1007/978-3-030-90870-6_5,,,,,Formal Methods,Chapter,Springer
353,,HAIL: Modular Agent-Based Pedestrian Imitation Learning,André AntakliIgor VozniakNils LippMatthias KluschChristian Müller,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85739-4_3,10.1007/978-3-030-85739-4_3,,,,,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",Chapter,Springer
354,,FeatCompare: Feature comparison for competing mobile apps leveraging user reviews,Maram AssiSafwat HassanYuan TianYing Zou,2021,,,http://link.springer.com/article/10.1007/s10664-021-09988-y,10.1007/s10664-021-09988-y,,,,,Empirical Software Engineering,Article,Springer
355,,Analysis of Deep Learning Techniques for Tuberculosis Disease,J. Senthil KumarS. Appavu alias BalamuruganS. Sasikala,2021,,,http://link.springer.com/article/10.1007/s42979-021-00680-y,10.1007/s42979-021-00680-y,,,,,SN Computer Science,Article,Springer
356,,Early Introduction of AI in Spanish Middle Schools. A Motivational Study,Carmen Fernández-MartínezIsidoro Hernán-LosadaAlberto Fernández,2021,,,http://link.springer.com/article/10.1007/s13218-021-00735-5,10.1007/s13218-021-00735-5,,,,,KI - Künstliche Intelligenz,Article,Springer
357,,Chord Embeddings: Analyzing What They Capture and Their Role for Next Chord Prediction and Artist Attribute Prediction,Allison LahnalaGauri KambhatlaJiajun PengMatthew WhiteheadGillian MinnehanEric GuldanJonathan K. KummerfeldAnıl ÇamcıRada Mihalcea,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-72914-1_12,10.1007/978-3-030-72914-1_12,,,,,"Artificial Intelligence in Music, Sound, Art and Design",Chapter,Springer
358,,Industrialising Blackmail: Privacy Invasion Based IoT Ransomware,Calvin BrierleyBudi AriefDavid BarnesJulio Hernandez-Castro,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-91625-1_5,10.1007/978-3-030-91625-1_5,,,,,Secure IT Systems,Chapter,Springer
359,,A comparative study and analysis of developer communications on Slack and Gitter﻿,Esteban ParraMohammad AlahmadiAshley EllisSonia Haiduc,2022,,,http://link.springer.com/article/10.1007/s10664-021-10095-1,10.1007/s10664-021-10095-1,,,,,Empirical Software Engineering,Article,Springer
360,,An Article-Oriented Framework for Automatic Semantic Analysis of COVID-19 Researches,Antonio PedroAntônio PereiraPablo CecilioNayara PenaFelipe ViegasElisa TulerDiego DiasLeonardo Rocha,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86970-0_13,10.1007/978-3-030-86970-0_13,,,,,Computational Science and Its Applications – ICCSA 2021,Chapter,Springer
361,,Affective Teacher Tools: Affective Class Report Card and Dashboard,Ankit GuptaNeeraj MenonWilliam LeeWilliam RebelskyDanielle AllesioTom MurrayBeverly WoolfJacob WhitehillIvon Arroyo,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-78292-4_15,10.1007/978-3-030-78292-4_15,,,,,Artificial Intelligence in Education,Chapter,Springer
362,,Knowledge-Driven Conversation for Social Robots: Exploring Crowdsourcing Mechanisms for Improving the System Capabilities,Lucrezia GrassiCarmine T. RecchiutoAntonio Sgorbissa,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-77091-4_16,10.1007/978-3-030-77091-4_16,,,,,AIxIA 2020 – Advances in Artificial Intelligence,Chapter,Springer
363,,Hybrid Feature-Assisted Neural Model for Crowd Behavior Analysis,H. Y. SwathiG. Shivakumar,2021,,,http://link.springer.com/article/10.1007/s42979-021-00636-2,10.1007/s42979-021-00636-2,,,,,SN Computer Science,Article,Springer
364,,Omni: automated ensemble with unexpected models against adversarial evasion attack,Rui ShuTianpei XiaLaurie WilliamsTim Menzies,2021,,,http://link.springer.com/article/10.1007/s10664-021-10064-8,10.1007/s10664-021-10064-8,,,,,Empirical Software Engineering,Article,Springer
365,,How to cherry pick the bug report for better summarization?,Haoran LiuYue YuShanshan LiMingyang GengXiaoguang MaoXiangke Liao,2021,,,http://link.springer.com/article/10.1007/s10664-021-10008-2,10.1007/s10664-021-10008-2,,,,,Empirical Software Engineering,Article,Springer
366,,Semantic Annotations in Clinical Guidelines,Fahrurrozi RahmanJuliana Bowles,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-70650-0_12,10.1007/978-3-030-70650-0_12,,,,,From Data to Models and Back,Chapter,Springer
367,,Learning Accurate Integer Transformer Machine-Translation Models,Ephrem Wu,2021,,,http://link.springer.com/article/10.1007/s42979-021-00688-4,10.1007/s42979-021-00688-4,,,,,SN Computer Science,Article,Springer
368,,The Simulated Emergence of Chord Function,Yui UeharaSatoshi Tojo,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-72914-1_18,10.1007/978-3-030-72914-1_18,,,,,"Artificial Intelligence in Music, Sound, Art and Design",Chapter,Springer
369,,An Adaptive Thresholding-Based Movement Epenthesis Detection Technique Using Hybrid Feature Set for Continuous Fingerspelling Recognition,Ananya ChoudhuryAnjan Kumar TalukdarKandarpa Kumar SarmaM. K. Bhuyan,2021,,,http://link.springer.com/article/10.1007/s42979-021-00544-5,10.1007/s42979-021-00544-5,,,,,SN Computer Science,Article,Springer
370,,Paracosm: A Test Framework for Autonomous Driving Simulations,Rupak MajumdarAman MathurMarcus PirronLaura StegnerDamien Zufferey,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-71500-7_9,10.1007/978-3-030-71500-7_9,,,,,Fundamental Approaches to Software Engineering,Chapter,Springer
371,,Optimized Adversarial Example Generating Algorithm Based on Probabilistic Graph,Chaochao LiYu YangYufei ManJunyu DiRui Zhan,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85928-2_47,10.1007/978-3-030-85928-2_47,,,,,"Wireless Algorithms, Systems, and Applications",Chapter,Springer
372,,Extracting and Clustering Main Ideas from Student Feedback Using Language Models,Mihai MasalaStefan RusetiMihai DascaluCiprian Dobre,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-78292-4_23,10.1007/978-3-030-78292-4_23,,,,,Artificial Intelligence in Education,Chapter,Springer
373,,Understanding Automatic Pneumonia Classification Using Chest X-Ray Images,Pierangela BrunoFrancesco Calimeri,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-77091-4_3,10.1007/978-3-030-77091-4_3,,,,,AIxIA 2020 – Advances in Artificial Intelligence,Chapter,Springer
374,,A Deep Learning-Based Intrusion Detection Technique for a Secured IoMT System,Joseph Bamidele AwotundeKazeem Moses AbiodunEmmanuel Abidemi AdeniyiSakinat Oluwabukonla FolorunsoRasheed Gbenga Jimoh,2022,,,http://link.springer.com/chapter/10.1007/978-3-030-95630-1_4,10.1007/978-3-030-95630-1_4,,,,,Informatics and Intelligent Applications,Chapter,Springer
375,,Towards a Versatile Intelligent Conversational Agent as Personal Assistant for Migrants,Leo WannerMatthias KluschAthanasios MavropoulosEmmanuel JaminVíctor Marín PuchadesGerard CasamayorJan ČernockýSteffi DaveyMónica DomínguezEkaterina EgorovaJens GrivollaGloria Elena Jaramillo RojasAnastasios KarakostasDimos NtioudisPavel PecinaOleksandr Sobko,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85739-4_26,10.1007/978-3-030-85739-4_26,,,,,"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection",Chapter,Springer
376,,Auto-Precision Scaling for Distributed Deep Learning,Ruobing HanJames DemmelYang You,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-78713-4_5,10.1007/978-3-030-78713-4_5,,,,,High Performance Computing,Chapter,Springer
377,,Addressing IT Capacity Management Concerns Using Machine Learning Techniques,Hendrik MüllerAndrey KharitonovAbdulrahman NahhasSascha BosseKlaus Turowski,2021,,,http://link.springer.com/article/10.1007/s42979-021-00862-8,10.1007/s42979-021-00862-8,,,,,SN Computer Science,Article,Springer
378,,Automatic Toll Gates Using AI,Tatavarthi DhirajMelwin MathewA. Rammohan,2021,,,http://link.springer.com/chapter/10.1007/978-981-16-5048-2_9,10.1007/978-981-16-5048-2_9,,,,,"Microelectronic Devices, Circuits and Systems",Chapter,Springer
379,,Formal Analysis of Neural Network-Based Systems in the Aircraft Domain,Panagiotis KouvarosTrent KyonoFrancesco LeofanteAlessio LomuscioDragos MargineantuDenis OsipychevYang Zheng,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90870-6_41,10.1007/978-3-030-90870-6_41,,,,,Formal Methods,Chapter,Springer
380,,Horizontal Scaling in Cloud Using Contextual Bandits,David DelandePatricia StolfRaphaël FeraudJean-Marc PiersonAndré Bottaro,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-85665-6_18,10.1007/978-3-030-85665-6_18,,,,,Euro-Par 2021: Parallel Processing,Chapter,Springer
381,,Evolving Neural Style Transfer Blends,Simon Colton,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-72914-1_5,10.1007/978-3-030-72914-1_5,,,,,"Artificial Intelligence in Music, Sound, Art and Design",Chapter,Springer
382,,Towards Regulatory-Compliant MLOps: Oravizio’s Journey from a Machine Learning Experiment to a Deployed Certified Medical Product,Tuomas GranlundVlad StirbuTommi Mikkonen,2021,,,http://link.springer.com/article/10.1007/s42979-021-00726-1,10.1007/s42979-021-00726-1,,,,,SN Computer Science,Article,Springer
383,,Is It Intelligent? A Systematic Review of Intelligence in the Most Cited Papers in IoT,Billy GradosHéctor Bedón,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-71503-8_21,10.1007/978-3-030-71503-8_21,,,,,Applied Technologies,Chapter,Springer
384,,MTLAT: A Multi-Task Learning Framework Based on Adversarial Training for Chinese Cybersecurity NER,Yaopeng HanZhigang LuBo JiangYuling LiuChen ZhangZhengwei JiangNing Li,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-79478-1_4,10.1007/978-3-030-79478-1_4,,,,,Network and Parallel Computing,Chapter,Springer
385,,Deep Neural Network Based Real-Time Intrusion Detection System,Sharuka Promodya ThirimanneLasitha JayawardanaLasith YasakethuPushpika LiyanaarachchiChaminda Hewage,2022,,,http://link.springer.com/article/10.1007/s42979-022-01031-1,10.1007/s42979-022-01031-1,,,,,SN Computer Science,Article,Springer
386,,Path context augmented statement and network for learning programs,Da XiaoDengji HangLu AiShengping LiHongliang Liang,2022,,,http://link.springer.com/article/10.1007/s10664-021-10098-y,10.1007/s10664-021-10098-y,,,,,Empirical Software Engineering,Article,Springer
387,,A Multi-task Text Classification Model Based on Label Embedding Learning,Yuemei XuZuwei FanHan Cao,2022,,,http://link.springer.com/chapter/10.1007/978-981-16-9229-1_13,10.1007/978-981-16-9229-1_13,,,,,Cyber Security,Chapter,Springer
388,,Improvement of Visual Perception in Humanoid Robots Using Heterogeneous Architectures for Autonomous Applications,Joaquin GuajoCristian Alzate AnzolaDaniel BetancurLuis Castaño-LondoñoDavid Marquez-Viloria,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-86702-7_38,10.1007/978-3-030-86702-7_38,,,,,Applied Computer Sciences in Engineering,Chapter,Springer
389,,Analyzing the I/O Patterns of Deep Learning Applications,Edixon PárragaBetzabeth LeónRomán BondDiego EncinasAprigio BezerraSandra MendezDolores RexachsEmilio Luque,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-84825-5_1,10.1007/978-3-030-84825-5_1,,,,,"Cloud Computing, Big Data & Emerging Topics",Chapter,Springer
390,,Prediction of quality of service of fog nodes for service recommendation in fog computing based on trustworthiness of users,Vijay L. HallappanavarMahantesh N. Birje,2021,,,http://link.springer.com/article/10.1007/s40860-021-00149-y,10.1007/s40860-021-00149-y,,,,,Journal of Reliable Intelligent Environments,Article,Springer
391,,Traffic Flow Prediction Using Long-Short Term Memory Technique for Connected Vehicles in Smart Cities,Nuraini ShamsaimonNoor Afiza Mat RazaliKhairani Abd MajidSuzaimah RamliMohd Fahmi Mohamad AmranKhairul Khalil IshakRaslan Ahmad,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-90235-3_36,10.1007/978-3-030-90235-3_36,,,,,Advances in Visual Informatics,Chapter,Springer
392,,Inference of time series components by online co-evolution,Danil KoryakinSebastian OtteMartin V. Butz,2021,,,http://link.springer.com/article/10.1007/s10710-021-09408-6,10.1007/s10710-021-09408-6,,,,,Genetic Programming and Evolvable Machines,Article,Springer
393,,Towards a model-driven approach for multiexperience AI-based user interfaces,Elena PlanasGwendal DanielMarco BrambillaJordi Cabot,2021,,,http://link.springer.com/article/10.1007/s10270-021-00904-y,10.1007/s10270-021-00904-y,,,,,Software and Systems Modeling,Article,Springer
394,,Wikifying software artifacts,Mathieu NassifMartin P. Robillard,2021,,,http://link.springer.com/article/10.1007/s10664-020-09918-4,10.1007/s10664-020-09918-4,,,,,Empirical Software Engineering,Article,Springer
395,,Automatic Facial Expression Recognition—A Circumcenter–Incenter–Centroid (CIC) Trio Feature-Induced Approach,Avishek NandiParamartha DuttaMd Nasir,2021,,,http://link.springer.com/article/10.1007/s42979-021-00868-2,10.1007/s42979-021-00868-2,,,,,SN Computer Science,Article,Springer
396,,Age Detection in a Surveillance Video Using Deep Learning Technique,S. VasaviP. VineelaS. Venkat Raman,2021,,,http://link.springer.com/article/10.1007/s42979-021-00620-w,10.1007/s42979-021-00620-w,,,,,SN Computer Science,Article,Springer
397,,"Software-Defined Dew, Roof, Fog and Cloud (SD-DRFC) Framework for IoT Ecosystem: The Journey, Novel Framework Architecture, Simulation, and Use Cases",Ishtiaq AhammadMd. Ashikur Rahman KhanZayed Us Salehin,2021,,,http://link.springer.com/article/10.1007/s42979-021-00521-y,10.1007/s42979-021-00521-y,,,,,SN Computer Science,Article,Springer
398,,Can Offline Testing of Deep Neural Networks Replace Their Online Testing?,Fitash Ul HaqDonghwan ShinShiva NejatiLionel Briand,2021,,,http://link.springer.com/article/10.1007/s10664-021-09982-4,10.1007/s10664-021-09982-4,,,,,Empirical Software Engineering,Article,Springer
399,,Augmenting Deep Neural Networks with Scenario-Based Guard Rules,Guy Katz,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-67445-8_7,10.1007/978-3-030-67445-8_7,,,,,Model-Driven Engineering and Software Development,Chapter,Springer
400,,A Smart Indoor Parking System,Rohit Kumar KaseraTapodhir Acharjee,2021,,,http://link.springer.com/article/10.1007/s42979-021-00875-3,10.1007/s42979-021-00875-3,,,,,SN Computer Science,Article,Springer
401,,“Mini-Benchmarking” Approach to Optimize Evolutionary Methods of Neural Architecture Search,Kamil KhamitovNina Popova,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-92864-3_27,10.1007/978-3-030-92864-3_27,,,,,Supercomputing,Chapter,Springer
402,,GlaucoNet: Patch-Based Residual Deep Learning Network for Optic Disc and Cup Segmentation Towards Glaucoma Assessment,Rashmi PandaN. B. PuhanBappaditya MandalGanapati Panda,2021,,,http://link.springer.com/article/10.1007/s42979-021-00491-1,10.1007/s42979-021-00491-1,,,,,SN Computer Science,Article,Springer
403,,"ECG signal analysis using CWT, spectrogram and autoregressive technique",Varun GuptaMonika MittalVikas MittalAnshu Gupta,2021,,,http://link.springer.com/article/10.1007/s42044-021-00080-8,10.1007/s42044-021-00080-8,,,,,Iran Journal of Computer Science,Article,Springer
404,,Eigen-CAM: Visual Explanations for Deep Convolutional Neural Networks,Mohammed Bany MuhammadMohammed Yeasin,2021,,,http://link.springer.com/article/10.1007/s42979-021-00449-3,10.1007/s42979-021-00449-3,,,,,SN Computer Science,Article,Springer
405,,Problem of Semantic Enrichment of Sentences Used in Textual Requirements Specification,David ŠenkýřPetr Kroha,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-79022-6_7,10.1007/978-3-030-79022-6_7,,,,,Advanced Information Systems Engineering Workshops,Chapter,Springer
406,,Fast-Reactive Probabilistic Motion Planning for High-Dimensional Robots,Siyu DaiAndreas HofmannBrian Williams,2021,,,http://link.springer.com/article/10.1007/s42979-021-00878-0,10.1007/s42979-021-00878-0,,,,,SN Computer Science,Article,Springer
407,,Intelligent Code Completion,Danish WaseemPintuB. R. Chandavarkar,2021,,,http://link.springer.com/chapter/10.1007/978-3-030-91244-4_5,10.1007/978-3-030-91244-4_5,,,,,Data Science and Computational Intelligence,Chapter,Springer
